Gene.symbol	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633
PPIC	2870.1	2464.9	2812.5	2825.7	3425.7	2681.9
PLLP	193.3	302.4	203.8	212.2	287.4	150.6
BRD1	520.8	571.1	582.3	666.9	454.6	402.8
FAM216A	246.2	275.3	364.3	202.2	373.3	397.1
DXO	122.5	66.7	52.5	126.8	67.5	94.4
ZNF140	246.9	189.8	177.4	235.5	321.1	362.6
PHF14	37.8	38	31.7	45.3	32.5	57.3
TBC1D8	217	345.2	351.9	336.5	360.8	285.9
MYO5A	576.9	414	525.1	370	506.3	685.6
NAP1L1	804.8	708	801.9	992.5	814.9	1005
TOX	86.8	93.8	53.9	145	90.9	32.1
BRCA1	102	99.7	103.9	95.1	74.8	67.6
CXCL10	635.3	324	475.1	282.8	552.5	892.6
REST	184.6	137.2	140.1	169.3	62.6	113.5
NPIPA1	2552.8	2419	1803.7	2302.4	1475	1525.5
CELSR1	4.6	16.8	3.6	4.9	16.2	19
EEF1A2	25.7	29.2	68.2	23	129.1	42
SEC14L2	138.4	109.2	150.9	124.6	108.3	48.2
ST6GALNAC2	129.6	271.9	276.7	198.4	161	136
RAPGEF1	395.3	191.2	248.8	221.9	33.9	139.2
HPS5	362.1	278.6	208.5	141.7	357.4	459.4
PEX6	147.8	109.9	262.2	63.9	65.4	45.2
KIAA0513	431.6	267.2	262.6	453.7	360.6	238.2
RAB40B	480.4	478.2	479.3	460.6	474.7	345
STAR	33.7	12.1	5.7	17.4	12.9	11.6
IKBKE	258.8	275.6	228.2	177.5	231.7	252.7
GSTM1	1884.1	1127.5	879.8	686.1	1597.8	555.3
AHSG	5.6	10.9	7.3	9	4.2	12.8
INPP4A	659.8	298.2	366	251.6	333.2	310.6
PPP1R3D	231.5	229.5	187.3	237.1	192.9	249.5
DZIP1	261.3	430	440.9	444.8	410.5	512.5
RAD54L	13.5	23.5	12	27.6	25.8	20.9
LSM7	604.2	690.5	618.3	643.4	391.1	855.3
FKBP5	115.8	377	522.8	334	525.5	202.5
IRF4	1205.6	170	141.1	102.9	237.7	180.2
SELL	618.9	376.7	394.7	302.3	408.3	398.1
PCGF3	299.9	255.4	283.2	308.1	176.6	187.9
ACOT13	949	872.2	880.4	761.4	873	924.5
PPM1D	365.6	299.9	371.6	398.1	452.7	365.9
ABCG1	429.4	284.9	300.3	220	535.7	412.7
ATG14	383	390.6	486.9	475.9	503.6	478.8
ICK	66.3	101.6	119.6	114.9	108.8	80.5
COX7A1	1014.8	1032.2	1360.5	1287.2	1213.1	1114.5
PIN4	1174.2	942.9	1158.5	1117.7	899.6	989.2
CROT	412.4	560.6	751	850.3	430.4	501.1
MMP19	171.4	37.8	185.1	115.9	256.7	92.4
CLUAP1	490.2	572.3	601	606.5	533.7	565.1
PPIP5K1	169.4	135.1	177.3	179.8	87.8	139.3
FGFR4	135.9	148.9	141.3	136	107.4	125.4
MMP12	63.5	98.1	88.6	64.9	82.7	76.2
CD22	126.3	16.2	49.9	18.5	6.3	25.2
KLK3	15.7	14	18.3	27	10.2	12.8
L1CAM	193.7	376.9	207.3	247.2	590.7	272.5
BSN	35.5	23.8	26.1	17.6	24.8	25.7
SLC25A14	120.6	233.7	247.3	229.8	203	276.5
SLC7A7	1166.4	1191.3	1688.5	523.1	1420.2	2660.5
NUAK1	776.5	1212	760.5	1200.5	1260.7	793.8
VPS33A	48.8	90.8	164.7	111	113.2	106.1
CHL1	67.9	231.3	90.5	54.1	123.1	37
DLG4	111.9	120.8	154.4	124.7	155.8	96.6
MIEF1	331.1	423.5	370.3	383	325.1	378.3
STC1	137.3	198.2	157.5	214.6	501.8	185.9
UBOX5	99.9	276.1	175.4	246.7	213.2	256.8
MRPL28	537.7	476.4	554.8	540.2	454.8	401
N4BP1	90.9	202.4	174.8	170.2	288.9	265.3
DKK1	143.2	104.5	125.2	162.5	125.6	103.2
EXO1	16.6	45.3	70	20.7	23.8	81.1
CDK14	1882.6	1232.7	1825.7	1528.3	1319.3	1508.7
CGRRF1	456.5	546.3	492.5	515.4	663.5	712
CCL21	194.9	210	29.7	438.1	98.8	27.3
HMGCS2	15.2	19.2	19.8	16.1	19.8	16.8
ASL	310.2	289.3	358.7	375.2	297.6	412.4
CCDC85B	16.5	9.1	8.7	12.9	10.2	11.8
PPP2R5B	78.5	55.6	52.3	157.3	41	64.2
PKIA	149.5	189.7	160.2	93.3	246	151.2
PLCG2	1210.5	484.7	497.1	547.7	438	335.3
SERPINB2	25.6	64.3	36.5	13.9	12.9	82.9
IDI1	636.5	413.4	385.2	531.5	573.5	571.8
UCHL3	697	516.6	633.9	574.1	586.7	864.4
ACD	219.9	238.2	233.1	281.2	235.1	241.6
GABPB1	316.9	333.7	285.8	590.1	369.8	407.7
VCAN	1816.1	1444.2	1069.4	1260.3	1460.2	814.4
NR4A2	76.2	56.8	93.4	53.5	783.5	83.5
TFF3	22.3	179.5	68.6	182.2	102.3	155.1
ATP7B	156.7	193.5	211.4	122.7	160.4	173.7
ITGB3	211.7	177.8	443.5	142.5	107.2	138.4
PARVB	915.6	990.8	877	766	646.6	913.5
GOSR1	613.2	610.4	537.6	573	625.7	618.3
MYH2	64.5	70.5	61.9	72.3	413.5	58.4
RPS6KA4	822.9	853.3	926.7	876.3	731.6	861.9
RPS6KA5	244.4	322.9	313.6	240.1	386.1	301.3
NEK4	165.6	210.1	187.6	182.9	179.1	254.7
COL17A1	13.7	9.5	7.8	7.9	11.5	10.9
CGA	9.7	22.7	18.2	11.5	52.5	17.3
ACP5	1072.7	1150	1497.5	673.8	1035.4	2202.9
ADA	286.7	400.1	365	195.5	277.2	354.7
SPOP	1341.2	1977.9	1515.2	2073.6	1979	1493.6
NEK2	58.7	58.7	9.4	18.2	4.9	17.4
S1PR1	586	794.5	617.3	763.3	832.7	826.9
ENOX2	250.4	264.9	300.5	298.4	280.3	519.9
CCNT2	147.5	206.4	181.9	165	221.9	130.7
DPYD	853.4	1055.8	1062.1	837	799.2	1192.7
HOMER3	382.8	371	415.6	582.5	465.2	439.2
NPR1	31.8	235.3	150.5	168	149.4	66
TROAP	273.3	215.3	287	162.9	201	162.1
NRF1	239.7	256.7	251.5	295.8	214.3	260
TFAP2A	96	106.2	104.2	55.5	51.9	106.2
SHB	25.2	30.7	34.3	179.2	130.9	89.9
TRA2A	440.4	469.6	622.6	453	666.5	735.6
GFER	156.1	171.8	125	168.4	194.3	168.9
CD52	2002	512.6	569.5	542.9	397.2	2049.2
CCP110	207.3	221.6	224.2	281.2	290.3	295.2
ME3	291.6	449.1	458.5	433.1	494.9	470.7
ALPP	5.1	7.7	6.5	5.8	5.7	4.6
SIKE1	81.5	82.7	73.1	76.2	99.7	101.4
FOXA1	34.6	79.2	68	62.8	95.4	177.5
RNF24	189.5	159.9	181.3	143.2	175.4	126.6
ANKRD6	151.4	169.7	241.5	190.7	161.3	216.6
MUC2	96.1	45.9	105.6	21.6	54.1	36.3
LRMP	565.1	269.2	330.2	268.3	391.4	369.4
SRD5A1	58.9	50.5	81.9	138.6	86.6	63
TMEM186	366.1	276.6	268.9	338.3	293.1	361.7
CDH5	741.6	825.2	584.5	946.3	818.4	423.6
KCNK1	82.6	139.7	141.8	183.9	250.8	15.7
RAPGEF5	120.5	159.7	124.4	97.6	178.4	104.3
LTBP2	3034.6	5027.8	4137	5624.6	2551.6	1642.8
ICAM2	1211.5	917.8	1096.4	928.1	1186.7	882.9
NPTX1	26.5	52.2	94.1	97.3	65.4	90.9
ATP2B2	131.1	170.1	162.1	118.5	137.7	174.5
IRS1	137.2	170.9	130.4	420.7	187.4	105
PARM1	607.3	791.1	478.2	312.4	427.3	568.2
SGCE	840.5	1657	1359	1149.4	2460.1	992.8
HHEX	279.9	564.5	582	429.3	588	637.8
STX8	998.5	1238.8	1238.2	1189.9	1190.6	1155.3
PLA2G6	225.2	306.1	316.5	210.1	188.9	305.9
CDC42EP1	412.4	447.6	466.2	539.6	310.2	166.8
AFP	62.8	69.1	42.4	40.7	90.3	11.5
CDC25A	12.1	12.4	23.3	12.4	18.4	18.3
CHGA	16.3	9.9	10.3	17.8	14.9	11.7
ISG20	436	15.7	11.2	57.5	16.6	16.3
DIEXF	144.6	197.1	296.4	239	266.5	268.9
STOML1	455.6	344	410.1	249.5	255.1	201.7
NFE2L3	121	63.3	151	84	101.7	98.6
IFT88	353.6	546.2	595.7	386.9	473.4	401.7
ALDOB	0.4	1.2	0.2	1.5	2	1.8
INPP5E	289.4	223.5	226	310.1	361.4	327.2
MAPK4	66.8	25.9	30.3	28.8	28.3	32.8
KIF23	1.5	3.8	4.6	3.7	1.6	4.1
KIAA0753	184.3	247.5	230.8	141.8	171.5	226.5
WIF1	115.7	110.8	42.7	87.2	144	74.6
F5	139	219.6	324.6	28.5	241.6	185
PANX1	333.7	424.1	334.1	301.4	455.7	437.4
CCDC6	442.9	631.8	606.2	489.2	538.7	584.9
SLC29A2	36.2	46.3	54.2	57.5	16.3	32.4
EPHB6	347.9	304.3	286.7	138.2	212.8	286.1
ABCA8	815	2583.4	1627.8	1214.5	2157.7	1341.1
DNAJC6	60.1	83.4	69.7	61.1	51.1	56.7
SCN3B	25.2	31.3	12.9	15	25.8	20
COL9A3	86.2	16.9	9.3	45.1	17.3	11.1
NCK1	1627.6	1248	1706.4	954.7	1470	1590.9
CDH13	69.5	212.9	205.3	220.4	340.3	97.9
WDHD1	2.1	22.1	17.6	29.7	54.8	30
STX1A	156.3	170.7	311.3	150.8	132.5	191.2
RIMS3	109.5	223.4	104.3	204.8	165.7	218.4
TGFBR3	1231.6	3301.4	3509.7	2214.9	2562.5	1998.9
TRIM23	125.1	100.4	97.7	123.2	80.6	141.7
KLK6	120.5	82.1	143.4	46.7	91.4	122.6
KRT15	8.3	4	13.4	7.7	5.8	3.1
PDE4A	567	883.5	857.8	755.6	738.9	610.7
CSPG4	220	213.9	302.9	224.7	257.9	51.8
KRIT1	390.6	312.7	284.1	344.1	252.1	301.1
CENPC	187.4	213.2	241.2	171.4	355.7	254.2
CNKSR1	72.4	99	35.5	29.1	64.2	16.8
BICD1	43	72.9	60.9	74.2	71.4	126.2
PDS5B	79.1	141.8	111.8	175.8	104.4	123
TAGLN3	200.4	206.1	203.8	231.6	235.2	233.4
IARS	1666.7	1226.7	1202.5	1664.9	1271.4	1177.6
MT1G	2028.6	3415.7	3078.8	1959	2687.8	4244.6
PICK1	258.6	251.9	265.7	126	247.3	224.3
IFIT3	796	621.1	691.2	787.7	549.3	730.3
PTGS2	78.4	62.5	33.4	49.1	484.8	41.3
NAP1L3	519.9	577.7	613	710.2	467.4	571.8
DSC2	52.7	70.2	107	31	13.8	54.8
PARP2	868	828.6	922.9	673	798.6	721.4
HLF	285.7	794.6	495.3	677.7	795.7	294.7
MAP2K5	202.8	298	286.6	172.9	207	190.7
C2CD2L	52.4	210	286	157.2	315.2	278.8
RCBTB2	872.5	641.6	913.2	788.4	610.4	931.6
USP6NL	102.2	89.6	148.7	83.2	80	109.6
GNAO1	178.9	170.5	202.8	95	169.7	120.7
ARHGEF5	176	175.2	174.7	151.4	235.3	189.8
NUDT1	108	88.9	147.6	127.5	135.5	157
FEN1	335.4	365.7	324.5	303.9	315.3	293.7
TAP2	419.4	286.6	333.2	557.2	529.1	294.1
TTF1	210.4	194.9	210.4	188.8	217.2	229.4
IL11RA	704.9	739.4	644.5	591	710.1	613
EVI2A	796.5	891.1	653.3	891.7	1015.7	1102.1
CHAF1B	58.8	7.2	64.1	61.8	10.2	9.8
THBS4	11140	12749.9	11401.6	9168.3	10253.1	6954.4
MAL	238.7	242.1	327.5	131.6	217.1	300.4
HOXB7	73.7	78.4	64.8	84.8	77.5	25.5
FAS	947.2	398.7	364.8	704.8	932.7	614
MLF1	17.9	16.4	11.2	15.1	16.2	57.1
IFNAR2	1264.8	628.9	637.5	672.5	577.1	734.8
VSIG4	7268.6	4600.9	5070.9	2621.7	6173.1	8218.4
PPOX	240	294	292.8	256.6	278.4	290.8
FMNL1	560.3	171.3	550.3	263.9	336.2	343.5
SMAD7	654.7	723.3	631.6	609.3	625.8	753.9
NR2C1	200.7	220.8	197	267.2	262.4	245.1
IFT140	84.7	50	101.1	67.6	64.1	58.9
GPRASP1	429.6	630.4	582	815.5	515.2	624.4
DUSP2	47.2	12.1	19.8	14.2	35.8	10.4
PRR3	178.4	191.2	169.3	290	205.6	236
EML1	298.6	549.9	726.9	465.1	610.5	569.4
MYB	105.2	93.3	78.5	81.1	60.2	92.9
ZBED4	145.6	151.2	136.4	136.3	153.7	162.8
DHRS12	356.4	422.5	400.5	428.6	358.5	349.6
RRAD	67.2	116.8	10.1	103.2	92	33.4
TRIM21	720.6	516.7	631.2	659.4	575.8	750.1
H1FX	1713	1237.2	1393.4	1456.5	791.7	805.8
HLA-F	4391.1	2827.3	2319.6	2037.8	2607.6	2222.7
TMEM5	79.5	87	130.1	101.7	127.1	176.6
CLPX	307.8	205.1	233.7	207.9	220.9	221.7
CKM	13	15.6	12.7	9.2	1811.2	13.6
CACNA2D2	110.6	140	169.5	108.1	83.1	190.2
ZW10	615.6	743.1	774.1	605.1	691.5	699.3
MAPK10	611.2	587.8	535.3	486.4	741.4	874
CADPS	23.9	52.2	26	26.3	32.7	63.1
DHX34	17.2	9.7	14	15.3	10.4	9.8
ESPL1	137.5	187.9	252.1	57.5	165.7	219
HSD17B2	21.1	15	21	10.4	90.8	50.2
FGD1	291.5	345.8	438.7	479.4	288.4	245.7
BTN3A3	529.9	332.1	332.2	344.2	295.2	210.8
TTK	67.8	62.6	61.1	37	50.3	51.7
NAV3	95.6	30.4	95.2	246	28.3	24.1
ENDOG	129.5	159	110.4	172.7	87.6	178.8
MELK	121.9	154.9	96.9	123.1	140.6	104.2
CCNF	75.2	28.6	118.8	122.6	81.1	29.6
RAD9A	154.8	313	300	247.3	297.8	249.4
FOLR2	2132.2	2014.2	1968.6	1917.8	2427.8	4453.5
PSG5	21	46.1	178.5	117	79.5	66.9
CDK8	116.8	92.4	99.4	161.3	132.3	156.2
BMPR1A	268.9	581.1	656.8	362.9	375.1	1126.4
ATG12	154.8	175.8	115.2	175.6	253.9	262.5
FGL2	1518.8	1658.5	2543.7	1489.6	1257.8	1575.4
POLA1	294.6	330.3	308.8	306.6	306.7	335.1
GLDC	105.6	68.5	67.5	70.7	43.2	82.1
MTMR9	642.8	894.4	902.2	812.3	843.7	885.6
MLH3	250.2	316.7	297.5	191.1	240.4	225
POP5	1225.7	1254.8	1251.6	1229.3	1029.3	1585
EEA1	19.5	32	15.4	17.9	53.8	39.1
PRKAR2A	347	323	343.4	349.1	431.2	501.5
ENPEP	120.1	126.2	115.7	204.8	145.1	51.8
CP	2604	978.9	1172.9	828.6	2280.3	1308.5
ZBTB11	436.5	401.2	397.5	456.4	479.2	465.2
TCFL5	383.2	596.3	481.5	530.2	568.8	652.5
DCX	62.8	132.5	86.6	60.7	73.6	118.1
PTPN7	294.7	176	69.9	122.3	167.8	213.3
ORC2	177.7	224.9	191.9	210	178.7	210.9
P3H3	246.7	213.8	206.6	350.3	226.5	55.2
SERPINB5	7	11.2	16.8	6.3	10	16.1
B3GNT3	43.4	46.8	153.9	99.1	51	78.4
MAD1L1	168	180.9	224.5	168.5	170.7	158.3
TYMP	1090.9	703.2	721.8	554.8	297.6	589.8
APAF1	117.8	131.2	117.8	136.8	137.4	119.6
NAIP	274.8	41.2	234	167.4	228.3	232
NME3	355.9	340.1	325.3	309.3	294.8	334.9
IL6ST	545.9	545.7	454.2	471.8	554.1	740.6
CA3	10.2	10	10.7	3.2	313.7	13.2
JADE3	136.2	108.4	71.7	136.2	97.2	110.7
GCHFR	425.8	659.4	428.8	231.3	250.4	1662.3
MRPL58	335	356	477.3	359.8	454.9	471.2
PCSK2	32.2	90.1	76.4	50.1	105.9	85.7
MTERF1	73	88.2	18.3	57	37.4	93.3
TLE4	672.7	491.3	668.2	581.9	731.5	583.6
PEX1	64.6	56.5	40.3	61.3	33.7	89.3
BAIAP3	16.5	9.7	11.5	10.6	9.7	9.4
GMDS	586.1	267.6	287.7	354.4	253.4	239.3
ZNF646	32.9	145.3	172.3	151	179.9	192.8
TAOK2	182.3	305.6	211.6	249	56.4	116.6
PDPN	396.3	300.5	258.2	839.3	341.4	562.8
MGMT	304.5	407	578.8	504.7	578.6	406.9
UGCG	777.1	705.9	630.2	549.7	843.8	584.1
ARHGAP25	251.7	203.7	175.8	181.3	250.4	350.2
HUS1	412.8	303.3	256	279.9	266.5	232.4
MSLN	3.5	3	6	6.3	11.5	1.3
PLK4	30.8	5	3	2	6	22.7
NEURL1	54.9	122.3	97.1	61	120.5	90.6
LCK	263.9	77.5	65.5	93.7	19	88
EEF1A1	13579.8	14326.8	14485.5	13044.5	13493.6	13183
ZFYVE9	461.3	542.6	482.1	484.5	352.6	587.4
AOC3	534.9	2242	1407.8	1387.5	858.5	1419.3
MUC4	7.6	10.3	18.1	15	17.4	9.6
PTGER4	584.5	319.3	330	327.7	250.4	184.3
SAP30	77.9	19.7	16.3	46.5	78.2	90.9
BTRC	170.3	102.1	66.9	198.9	187.2	115.6
ATG4B	144.4	124.8	187.2	130.5	143.2	199.7
GJA4	315.3	307	258	448.5	617.2	249.1
EEF1E1	602.8	516.9	684.9	515.4	532	908.9
RPS6KA2	451.3	803	712.8	636.5	639.2	595.6
DDX6	30.3	118.5	70.7	63.7	62.3	72.8
TRIM3	13.7	62.3	27.8	62	7.6	6
IL10RA	1344.6	936.9	1032.5	542.7	1428	1509.2
SOX11	6	46.9	72.6	17	58.5	41.2
RAMP1	259.8	308.5	221.7	212.8	308.7	235.1
MLLT3	326.9	207.1	289.7	404.8	307.6	251.8
CPS1	139.2	204.7	349.7	172.8	211.4	194.6
GAS8	109	88.5	109.8	226.3	153.2	122.5
C11orf80	83.9	29.5	36	15.2	14.8	17.4
SASH3	1027.8	553	625.7	475.3	444.9	736.1
TLR2	594.6	358.5	556.4	322.5	505.2	460.5
CTNS	250.2	170.8	427.9	287.8	344.4	276.6
INHBA	7.2	14.2	32.7	20.9	10.8	16.7
RASSF7	103.8	55.8	41	127.2	51.5	40.4
SLC10A3	410.1	227.9	411.9	339.3	413.1	295.1
VAMP5	503.1	371.2	337.1	552.5	385.1	411.3
BNIP1	102.4	63.6	98.9	113.5	83.2	102.2
TCF21	8.6	10.2	11	23.3	7.9	20
TNFRSF11B	174.2	206.3	188.7	84.1	451.8	228.8
HPN	111.1	76.7	42.4	98.4	159.3	121.2
PTPN2	18.2	11.5	10.5	11.8	13.7	22
MAP4K2	45	8.6	8.6	21.8	9	8.4
ZNF274	545.4	580.9	584.5	561.6	585.5	663.2
PLN	425.4	728.7	349.5	390.7	828.1	351
ALDH3B2	2.8	4.4	11.1	15.9	2.9	5.5
PTPRG	399.3	515	484	567.7	343.5	374.1
PTPRN	130.5	33.7	80.5	100.2	117.1	102.8
TOP3A	149	182.5	232.7	177.5	231.1	144.1
FST	240.8	370.3	364.5	1655.1	390.6	248.5
ICAM3	765.3	190.6	179.4	229.6	227.4	236
CARD8	308.8	265.4	384.5	330.6	397.5	325.3
RHOH	567.6	69.8	138.5	145.1	199.1	147.6
LYPD3	29.9	37.5	28.3	129.4	45.1	43.8
SNAP91	18.1	31.4	5.3	68.2	8.4	23.6
DYRK1B	88.6	49.5	78.6	102.4	50.2	115.2
SRPX	2235.9	2843.9	1968.1	2288.6	4201.4	1518.9
MTAP	67.2	53.1	75.6	79.8	35.8	50.8
ORC5	436.6	540.4	432.5	426.7	538.8	650.7
PLK3	404.3	198.9	217.4	267.4	263.6	222.2
MNDA	684.6	443.4	574.3	721.8	534.4	1115
PTPRCAP	283.9	18.6	12.9	37.3	28.6	25
SSPN	1346.7	1823.9	1560.9	1826.6	1621.6	1742.1
GC	30.8	15.7	41.6	9.7	14.3	46.5
ADGRB2	19.2	142.7	86.7	80.7	85.1	97.8
SHROOM2	196.2	250.6	232.9	277.1	268.6	177.2
C6orf47	359.3	309.6	434	349.8	239.9	400.7
RDX	124.3	146.5	127.6	200.2	155	203
MAFG	239.4	315.1	246	360.9	402.2	349.1
CSTA	722.3	944	503.8	365.5	449.8	1071.6
OAS2	689	556.1	515.6	543.4	402.1	426.6
GJB1	15.1	73.1	47.2	62.6	35.4	93.6
RAB3A	76.1	29.1	29.4	28.2	29.2	21.4
EMP2	1484.4	1404.2	1450.7	1460.3	1426.7	1365.8
AMMECR1	145	149.3	179.9	176.9	209.9	164.4
DDX10	585.2	525.4	576.5	570.6	660.2	737.5
CLASRP	220.5	279.4	304.8	429.2	262.1	415.1
SH3BGR	46.8	121.9	52.5	121	102.2	42
CLOCK	709.5	852.9	792.2	742.9	684.4	747.7
SLC22A18	392.5	351	566.6	371.2	378	251.1
GIT2	16.9	23.1	23.9	10.3	19.8	35.7
GPC4	331.3	482.4	426.5	787.3	292.1	150.2
TRAPPC6A	367.6	369	351.5	294.3	351.2	399.3
ITIH2	128.3	181.1	153	108.8	224.9	195.9
FGB	19.2	24.6	52.4	21.8	70	66.7
ITGB4	288.1	335.8	316.6	299	157.6	110.1
NF2	45.8	19.5	11.4	44.9	31.3	11.7
PFN2	2180.9	2572.1	2067.6	3069.7	2735.4	2429.7
GNAZ	149.7	127.4	134.7	145.2	164.2	202.5
MX2	1096.7	455.6	444.6	503.8	480.9	516.2
CDK5R1	34.8	9.9	20.9	24.7	1.4	17.8
GPD1	28	529.3	434.7	735.6	29.4	423.8
ATF5	495	291.8	280.5	563.2	231.1	300.1
DDX3Y	6.2	11.7	9.8	8.3	8	12.4
AHDC1	294.7	413.7	460.3	381.9	279.2	187.4
DOCK4	482.4	768.8	803.9	498.1	501.8	1019
NKRF	269.4	279	280.6	227.2	370	294.3
NMT2	216.3	369.3	237.8	397.1	224.5	297.8
CIB2	95.6	125	84.7	155.4	113.9	72.1
TFF1	82.2	181.1	55.9	67.1	81.5	119.7
GNL3L	334.3	300.3	322.2	374.7	472.5	365.1
VWA5A	1199.8	1420.6	1275.7	1195.4	1404.5	1772.1
HAGH	340.1	379.8	412.7	309.4	371	328.2
FGFBP1	71.1	201.1	135.4	24.6	52.4	133.3
TGFA	8.2	5.4	8.9	8.3	6.5	11.6
VIPR1	182.2	392.6	514.2	221.5	275.3	394.5
ARL4A	658.5	462.2	348.5	658.5	667.1	514.5
FOXN3	691.3	952.6	778.2	807.4	772.4	917.1
RAD51	4.7	35.8	37.9	5.2	6.1	4.5
ZBTB48	208.2	169.7	133.7	191.2	87.4	103.8
STAT5B	185.8	276.1	291.5	222.3	212	127.8
MAP3K8	118.2	147.7	80.9	86.3	135.9	164.8
TRO	11.4	21.5	11.4	13.4	10.8	8.6
FABP7	23.7	4.9	1.5	2	4.1	1.2
EFNB3	18.2	44.9	35.7	58.4	41.1	38.1
ITGA2	111.7	156.6	136.2	102.2	150	105.2
CCNE2	29.5	34.6	19	35.1	38	44.8
CTDP1	151	37.1	97.8	75.1	209	108
LSM6	825.9	611.4	624.8	726.5	726.9	894.4
IFT27	400.7	225.4	384.7	452.6	269.1	412.7
IKZF1	175.2	186.6	284.7	139.4	217.6	194.9
ORM1	6.2	11.8	9.5	39.6	4.7	13.5
GNE	333.9	426.3	416.9	348.4	490.8	390.7
CFTR	12.9	23.5	16	54.5	15.1	11.4
GABRP	10.6	15.3	85.9	9.2	12.2	22.1
AKAP10	424.7	29.7	230.9	107.2	249.3	183
CENPE	70.9	17.4	99.6	17.4	129	15.8
ASNS	154.5	88.4	211.1	214	136	219.3
PSPH	499	60.2	422.6	73.4	42.2	616.5
CD79A	2011.5	52.2	44.5	121.1	45.3	43.2
MAPK8IP2	422.9	220.1	247.5	157.3	159.5	170.1
KIT	1366	728.2	508.8	665.4	566	904.7
AUH	334.5	512	405.4	379.9	484.7	422.5
PRIM1	230.8	148	224.5	220.5	214.3	259.1
NEB	133.7	50.2	70.4	77.9	697.2	65.2
ITGAE	1638.6	1552	1653.7	1333.3	1367.8	2368.1
GPR162	39.5	46.9	53.2	42.7	91.8	25.5
IDUA	81.5	118.4	76.4	71.4	41.4	14.7
SLC26A1	125.1	113.6	111.4	178.5	129.1	88.5
PARG	180.1	317.2	237.1	254.7	194.8	415.7
EXOSC9	293	97.8	192.4	283.5	206.1	195.2
ARID4A	280.8	319.5	259.8	282.2	359.3	291.9
GEMIN2	76.8	95.6	91.2	114.2	100.1	113.5
SPRR1B	31.2	57.8	60.5	42.5	84.5	59.1
ENPP1	68.6	55.7	79.6	108.5	52.6	50.8
IL1B	208.3	212.3	66.4	174.3	523.1	222.5
ARHGAP26	121.3	212.8	250.6	175.2	280.4	259.1
ING3	464.6	403.6	553.1	429.2	466.8	506.1
XRCC4	176.6	111.2	84.2	143.2	101.3	219.6
CYP2J2	15.6	22.7	27.5	19.5	22.9	27.6
SLC22A5	300	281.7	280.8	283	393.5	351.1
SERPINF2	103.1	152.6	90.5	114.5	186.6	112.9
MTMR11	533.4	716	745.9	533.1	630.8	333.7
PIGF	640.6	527	539	594.4	729.5	556.3
MPDZ	365.7	592.7	433.1	578.2	898.9	467.8
RARB	266.4	252.2	271.1	261.3	256.9	279.8
CRIP1	4070.3	4356.7	4277.1	2717.9	3464.1	4399.8
AOX1	321.2	760.8	494.4	149	925.1	396.6
BCAP29	416	362.2	362.9	366.5	413.2	423.1
ORC1	16.4	87.8	65.3	34.4	54.7	58.5
NCAPH2	152.1	168.4	98.1	188	100.6	67.6
RWDD3	111.2	138.8	156.5	148.8	143.4	190.6
MAMLD1	218.2	213.4	258	272.8	238.1	206.1
ZNF7	195.9	237.6	218.3	246.5	189.9	218.2
NAGPA	298.2	312.2	448.6	302.4	366.8	351.8
RECQL	320.6	284.4	314.8	293.8	309.8	586.1
ZBTB1	40.5	35.7	35	49.7	34.1	48
PLEKHA6	116.8	17.1	27	31.6	14.1	20.7
PEX12	424.3	517.2	505.5	485.3	448.1	515.3
ATP6V0A1	720.8	428.8	644.5	430	392.6	344.1
POM121	89.1	122.6	152.2	127.8	107.4	91.2
SLC26A2	240.1	243	224.6	390.5	287.7	329.3
CCR1	1543.1	1195.2	1674.1	842.3	1711.3	2363.7
GFPT2	2052.7	3316.2	3469.9	1429.9	3586.6	5545.8
CIITA	142	125.4	147.1	165.6	97.4	54.4
TMPRSS2	149.4	177.3	120.5	39.8	110.9	121.9
C1orf61	33.6	152.6	129.5	37.9	53.7	121.5
SNPH	34.1	26.8	35.1	84.3	39.6	32.9
MAN2A1	1586.9	1182.4	998.4	1715.4	1283	1121.2
EFNA4	77.2	26.7	120.5	118.1	166	100.7
APOB	67.1	132	118.8	85.3	109.3	111.9
FGF13	374.7	409.2	246.2	283.9	471.9	461.6
PLCE1	141.4	194.1	134.4	164.8	128.7	166.6
NEFM	44.5	67.4	8.6	12.5	14.1	13.5
RBM19	259.4	262.3	198.9	187.5	212.5	183.8
LAMA2	274	511.9	409.4	604.7	538.8	209.6
FGF1	98.5	343.6	92.8	234.9	91.1	277.3
FPR1	58.7	30.6	15.8	40.3	35.9	37.9
SGCB	1021.8	937.7	918.8	1014.3	1347.5	989.4
PLCD1	551.9	476.2	460.3	507.2	229.4	360.1
VRK2	701.1	487.6	383.3	450.4	400.5	506.3
PTGS1	168.3	151.1	364.4	202.3	52	219.6
NPM3	510	481.2	446.3	444.8	297.3	524.4
MOK	188.2	236	253	144.4	293	217.9
CLEC11A	189.9	252	209.7	364.1	255.8	140.6
ACTC1	121.7	297	208.8	251.8	726.1	274.3
HSPE1	635.8	644.2	788.6	611	615.2	987.5
NUFIP1	209.6	167	177.7	179.9	189.7	184.1
USH1C	34.4	39.7	26.1	82.1	25.4	37.8
UST	12.5	15.4	90.6	16.6	17.1	17.2
FPGT	311.9	328.3	379.7	257.6	401.9	418.4
ANG	361	633.9	504.1	604.7	564	399.2
